strain	lineage_PANGOLIN	missing	coverage	gisaid	date	country	region	gender	age	lineage_GISAID	EPI
hCoV-19/Belgium/UZA-UA-CV8526024760/2022	BA.5.1.25	0	0.995953583252516	gisaid	2022-06-13	Belgium	Anwerpen	Male	54	BA.5.1.25	EPI_ISL_13368723
hCoV-19/Belgium/UZA-UA-CV8526045574/2022	BA.5.1.25	0	0.995953583252516	gisaid	2022-06-07	Belgium	Berchem	Female	27	BA.5.1.25	EPI_ISL_13251605
hCoV-19/Belgium/UZA-UA-MI22260426/2022	BA.5.1.25	74	0.990903922683343	gisaid	2022-06-27	Belgium	Anwerpen	Male	37	BA.5.1.25	EPI_ISL_13632540
hCoV-19/Belize/CML-671/2022	BA.5.1	1610	0.942112831488479	gisaid	2022-07-05	Belize	Orange Walk	Male	58	DJ.1	EPI_ISL_14578824
hCoV-19/Belize/CML-714/2022	BA.5.1	1179	0.956526101060094	gisaid	2022-07-17	Belize	Orange Walk	Female	15	BA.5.1.25	EPI_ISL_15397477
hCoV-19/Belize/CML-715/2022	BA.5.1	1187	0.95625856937431	gisaid	2022-07-18	Belize	Orange Walk	Male	37	BA.5.1.25	EPI_ISL_15397478
hCoV-19/Belize/CML-752/2022	BA.5.1	1429	0.938534595191118	gisaid	2022-08-03	Belize	Belize	Male	20	BA.5.1.25	EPI_ISL_15397441
hCoV-19/Belize/CML-760/2022	BA.5.1.25	945	0.964351402869277	gisaid	2022-08-10	Belize	Belize	Male	8	BA.5.1.25	EPI_ISL_15397449
hCoV-19/Belize/CML-761/2022	BA.5.1	945	0.964351402869277	gisaid	2022-08-10	Belize	Belize	Female	8	BA.5.1.25	EPI_ISL_15397450
hCoV-19/Belize/CML-768/2022	BA.5.1	834	0.968063405009531	gisaid	2022-08-18	Belize	Cayo	Female	30	BA.5.1.25	EPI_ISL_15397457
hCoV-19/Bonaire/BQ-RIVM-104512/2022	BA.5.1.25	0	0.995920141791793	gisaid	2022-06-22	Bonaire	Bonaire	unknown	88	BA.5.1.25	EPI_ISL_13855055
hCoV-19/Bonaire/BQ-RIVM-119343/2022	DJ.1.1	0	0.995786375948901	gisaid	2022-11-16	Bonaire	Bonaire	unknown	66	DJ.1.1	EPI_ISL_16007479
hCoV-19/Brazil/BA-FIOCRUZ-PVM102153/2022	BA.5.1.15	245	0.988696786275625	gisaid	2022-07-21	Brazil	Bahia	Female	35	BA.5.1.25	EPI_ISL_14498256
hCoV-19/Brazil/BA-FIOCRUZ-PVM102154/2022	BA.5.1.15	196	0.991940607965756	gisaid	2022-07-21	Brazil	Bahia	Female	35	BA.5.1.25	EPI_ISL_14498247
hCoV-19/Brazil/BA-LACEN-BA2072-292543355/2022	BA.5.1.21	0	0.997759422131559	gisaid	2022-08-02	Brazil	Bahia	Male	61	BA.5.1.25	EPI_ISL_15457054
hCoV-19/Brazil/SC-FIOCRUZ-21900/2022	DJ.1.3	0	0.996856502692038	gisaid	2022-10-20	Brazil	Santa Catarina	Female	23	DJ.1	EPI_ISL_15729372
hCoV-19/Brazil/SC-NVBS24198GENOV044921570761/2022	BA.5.1.25	146	0.991071129986958	gisaid	2022-08-15	Brazil	Santa Catarina	Male	34	BA.5.1.25	EPI_ISL_15117550
hCoV-19/Canada/AB-ABPHL-72696/2022	BA.5.1.25	1963	0.928033976524095	gisaid	2022-06-29	Canada	Alberta	unknown	unknown	BA.5.1.25	EPI_ISL_13999498
hCoV-19/Canada/AB-ABPHL-72751/2022	BA.5.1.25	971	0.961207905561315	gisaid	2022-06-28	Canada	Alberta	unknown	unknown	BA.5.1.25	EPI_ISL_13999518
hCoV-19/Canada/AB-ABPHL-73728/2022	BA.5.1.25	0	0.992475671337324	gisaid	2022-07-12	Canada	Alberta	unknown	unknown	BA.5.1.25	EPI_ISL_14288291
hCoV-19/Canada/AB-ABPHL-73750/2022	BA.5.1.25	0	0.992509112798047	gisaid	2022-07-11	Canada	Alberta	unknown	unknown	BA.5.1.25	EPI_ISL_14288313
hCoV-19/Canada/AB-ABPHL-75018/2022	BA.5.1.25	0	0.992475671337324	gisaid	2022-07-21	Canada	Alberta	unknown	unknown	BA.5.1.25	EPI_ISL_14612713
hCoV-19/Canada/AB-ABPHL-75183/2022	BA.5.1	0	0.992509112798047	gisaid	2022-07-16	Canada	Alberta	unknown	unknown	BA.5.1.25	EPI_ISL_14612835
hCoV-19/Canada/AB-ABPHL-75229/2022	BE.1.1	1102	0.955690064542019	gisaid	2022-07-16	Canada	Alberta	unknown	unknown	BA.5.1.25	EPI_ISL_14612880
hCoV-19/Canada/AB-ABPHL-75682/2022	BA.5.1.25	0	0.992509112798047	gisaid	2022-07-20	Canada	Alberta	unknown	unknown	BA.5.1.25	EPI_ISL_14613252
hCoV-19/Canada/AB-ABPHL-76757/2022	BA.5.1.25	91	0.969401063438451	gisaid	2022-08-03	Canada	Alberta	unknown	unknown	BA.5.1.25	EPI_ISL_14837675
hCoV-19/Canada/AB-ABPHL-76925/2022	BA.5.1.25	973	0.961141022639869	gisaid	2022-08-02	Canada	Alberta	unknown	unknown	BA.5.1.25	EPI_ISL_14837807
hCoV-19/Canada/AB-ABPHL-77007/2022	BA.5.1.25	940	0.961074139718423	gisaid	2022-08-09	Canada	Alberta	unknown	unknown	BA.5.1.25	EPI_ISL_14837872
hCoV-19/Canada/AB-ABPHL-77973/2022	BA.5.1.25	0	0.992509112798047	gisaid	2022-08-19	Canada	Alberta	unknown	unknown	BA.5.1.25	EPI_ISL_14908105
hCoV-19/Canada/AB-ABPHL-78159/2022	BA.5.1.25	0	0.992509112798047	gisaid	2022-08-17	Canada	Alberta	unknown	unknown	BA.5.1.25	EPI_ISL_15012597
hCoV-19/Canada/AB-ABPHL-78161/2022	BA.5.1.25	0	0.992509112798047	gisaid	2022-08-17	Canada	Alberta	unknown	unknown	BA.5.1.25	EPI_ISL_15012599
hCoV-19/Canada/AB-ABPHL-78295/2022	BA.5.1.25	973	0.961141022639869	gisaid	2022-08-15	Canada	Alberta	unknown	unknown	BA.5.1.25	EPI_ISL_15012706
hCoV-19/Canada/AB-ABPHL-78767/2022	BA.5.1.25	0	0.992475671337324	gisaid	2022-08-24	Canada	Alberta	unknown	unknown	BA.5.1.25	EPI_ISL_15101317
hCoV-19/Canada/AB-ABPHL-78966/2022	BA.5.1.25	0	0.992509112798047	gisaid	2022-08-24	Canada	Alberta	unknown	unknown	BA.5.1.25	EPI_ISL_15101501
hCoV-19/Canada/AB-ABPHL-79978/2022	BA.5.1.25	0	0.99254255425877	gisaid	2022-09-09	Canada	Alberta	unknown	unknown	BA.5.1.25	EPI_ISL_15279190
hCoV-19/Canada/AB-ABPHL-80108/2022	BA.5.1.25	974	0.961107581179146	gisaid	2022-09-06	Canada	Alberta	unknown	unknown	BA.5.1.25	EPI_ISL_15279302
hCoV-19/Canada/AB-ABPHL-80195/2022	BA.5.1.25	697	0.969233856134836	gisaid	2022-08-20	Canada	Alberta	unknown	unknown	BA.5.1.25	EPI_ISL_15376282
hCoV-19/Canada/AB-ABPHL-80785/2022	BA.5.1.25	1917	0.928401832592048	gisaid	2022-09-13	Canada	Alberta	unknown	unknown	BA.5.1.25	EPI_ISL_15598091
hCoV-19/Canada/AB-ABPHL-81674/2022	BA.5.1.25	975	0.925158010901916	gisaid	2022-09-14	Canada	Alberta	unknown	unknown	BA.5.1.25	EPI_ISL_15598834
hCoV-19/Canada/AB-ABPHL-82684/2022	BA.5.1.25	0	0.992408788415878	gisaid	2022-10-13	Canada	Alberta	unknown	unknown	BA.5.1.25	EPI_ISL_15666544
hCoV-19/Canada/AB-ABPHL-83371/2022	BA.5.1.25	1163	0.954787145102498	gisaid	2022-10-13	Canada	Alberta	unknown	unknown	BA.5.1.25	EPI_ISL_15667034
hCoV-19/Canada/AB-ABPHL-83645/2022	BA.5.1.25	971	0.961207905561315	gisaid	2022-10-20	Canada	Alberta	unknown	unknown	BA.5.1.25	EPI_ISL_15739849
hCoV-19/Canada/AB-ABPHL-84599/2022	BA.5.1.25	0	0.992509112798047	gisaid	2022-10-26	Canada	Alberta	unknown	unknown	BA.5.1.25	EPI_ISL_15824434
hCoV-19/Canada/AB-ABPHL-86112/2022	BA.5.1.25	0	0.992475671337324	gisaid	2022-11-07	Canada	Alberta	unknown	unknown	BA.5.1.25	EPI_ISL_15978338
hCoV-19/Canada/AB-ABPHL-86602/2022	BA.5.1.25	3	0.993579239541183	gisaid	2022-11-19	Canada	Alberta	unknown	unknown	BA.5.1.25	EPI_ISL_16067455
hCoV-19/Canada/AB-ABPHL-87024/2022	BA.5.1.25	933	0.955088118249005	gisaid	2022-11-14	Canada	Alberta	unknown	unknown	BA.5.1.25	EPI_ISL_16136798
hCoV-19/Canada/AB-ABPHL-87272/2022	BA.5.1.25	0	0.993679563923352	gisaid	2022-11-21	Canada	Alberta	Not Provided	Not Provided	BA.5.1.25	EPI_ISL_16136987
hCoV-19/Canada/BC-BCCDC-467841/2022	BA.5.1.25	0	0.990937364144066	gisaid	2022-06-26	Canada	British Columbia	Female	0 - 9	BA.5.1.25	EPI_ISL_14761314
hCoV-19/Canada/BC-BCCDC-468278/2022	BA.5.1.25	0	0.989733471558038	gisaid	2022-07-01	Canada	British Columbia	Male	10 - 19	BA.5.1.25	EPI_ISL_14761852
hCoV-19/Canada/BC-BCCDC-469110/2022	BA.5.1.25	0	0.991806842122864	gisaid	2022-06-29	Canada	British Columbia	Female	50 - 59	BA.5.1.25	EPI_ISL_14761647
hCoV-19/Canada/BC-BCCDC-474236/2022	BA.5.1.25	0	0.989800354479484	gisaid	2022-07-10	Canada	British Columbia	Female	80 - 89	BA.5.1.25	EPI_ISL_14763483
hCoV-19/Canada/BC-BCCDC-474363/2022	BA.5.1.25	328	0.979935123566197	gisaid	2022-07-11	Canada	British Columbia	Female	30 - 39	BA.5.1.25	EPI_ISL_14763585
hCoV-19/Canada/BC-BCCDC-474634/2022	BA.5.1.25	0	0.990937364144066	gisaid	2022-07-13	Canada	British Columbia	Female	20 - 29	BA.5.1.25	EPI_ISL_14763897
hCoV-19/Canada/BC-BCCDC-474833/2022	BA.5.1.25	0	0.992475671337324	gisaid	2022-07-12	Canada	British Columbia	Male	50 - 59	BA.5.1.25	EPI_ISL_14764245
hCoV-19/Canada/BC-BCCDC-474915/2022	BA.5.1.25	0	0.992509112798047	gisaid	2022-07-10	Canada	British Columbia	Male	10 - 19	BA.5.1.25	EPI_ISL_14764289
hCoV-19/Canada/BC-BCCDC-475908/2022	BA.5.1.25	973	0.959970571514564	gisaid	2022-07-12	Canada	British Columbia	unknown	30 - 39	BA.5.1.25	EPI_ISL_14764475
hCoV-19/Canada/BC-BCCDC-480748/2022	BA.5.1.25	0	0.989934120322376	gisaid	2022-07-07	Canada	British Columbia	Female	30 - 39	BA.5.1.25	EPI_ISL_14763199
hCoV-19/Canada/BC-BCCDC-481024/2022	BA.5.1.25	1114	0.954452730495268	gisaid	2022-07-15	Canada	British Columbia	Female	40 - 49	BA.5.1.25	EPI_ISL_14764713
hCoV-19/Canada/BC-BCCDC-481186/2022	BA.5.1.25	941	0.922516135504799	gisaid	2022-07-15	Canada	British Columbia	Female	70 - 79	BA.5.1.25	EPI_ISL_14764947
hCoV-19/Canada/BC-BCCDC-481457/2022	BA.5.1.25	950	0.960739725111193	gisaid	2022-07-17	Canada	British Columbia	Male	50 - 59	BA.5.1.25	EPI_ISL_14765050
hCoV-19/Canada/BC-BCCDC-481498/2022	BA.5.1.25	973	0.924021001237334	gisaid	2022-07-18	Canada	British Columbia	Male	30 - 39	BA.5.1.25	EPI_ISL_14765094
hCoV-19/Canada/BC-BCCDC-481686/2022	BA.5.1.25	819	0.965087115005183	gisaid	2022-07-19	Canada	British Columbia	Male	70 - 79	BA.5.1.25	EPI_ISL_14765368
hCoV-19/Canada/BC-BCCDC-482403/2022	BA.5.1.25	0	0.989666588636592	gisaid	2022-07-22	Canada	British Columbia	Male	80 - 89	BA.5.1.25	EPI_ISL_14760850
hCoV-19/Canada/BC-BCCDC-482855/2022	BA.5.1.25	0	0.989800354479484	gisaid	2022-07-24	Canada	British Columbia	Female	40 - 49	BA.5.1.25	EPI_ISL_14766101
hCoV-19/Canada/BC-BCCDC-499871/2022	BA.5.1	0	0.989800354479484	gisaid	2022-08-12	Canada	British Columbia	Male	50 - 59	BA.5.1.25	EPI_ISL_15050398
hCoV-19/Canada/BC-BCCDC-500438/2022	BA.5.1.25	605	0.971039695013878	gisaid	2022-08-13	Canada	British Columbia	Male	20 - 29	BA.5.1.25	EPI_ISL_15050523
hCoV-19/Canada/BC-BCCDC-500629/2022	BA.5.1	0	0.990937364144066	gisaid	2022-08-16	Canada	British Columbia	Male	70 - 79	BA.5.1.25	EPI_ISL_15050692
hCoV-19/Canada/BC-BCCDC-504322/2022	BA.5.1	0	0.989633147175869	gisaid	2022-08-16	Canada	British Columbia	Male	70 - 79	BA.5.1.25	EPI_ISL_15050784
hCoV-19/Canada/BC-BCCDC-504487/2022	BA.5.1.25	0	0.989800354479484	gisaid	2022-08-15	Canada	British Columbia	Female	40 - 49	BA.5.1.25	EPI_ISL_15050869
hCoV-19/Canada/BC-BCCDC-504593/2022	BA.5.1.25	0	0.991372103133465	gisaid	2022-08-17	Canada	British Columbia	Male	60 - 69	BA.5.1.25	EPI_ISL_15050963
hCoV-19/Canada/BC-BCCDC-504740/2022	BA.5.1.25	0	0.989465939872254	gisaid	2022-08-14	Canada	British Columbia	Female	50 - 59	BA.5.1.25	EPI_ISL_15051054
hCoV-19/Canada/BC-BCCDC-505041/2022	BA.5.1.25	0	0.990937364144066	gisaid	2022-08-18	Canada	British Columbia	Male	60 - 69	BA.5.1.25	EPI_ISL_15051253
hCoV-19/Canada/BC-BCCDC-505072/2022	BA.5.1	0	0.989465939872254	gisaid	2022-08-19	Canada	British Columbia	Female	80 - 89	BA.5.1.25	EPI_ISL_15051280
hCoV-19/Canada/BC-BCCDC-505913/2022	BA.5.1.25	0	0.989465939872254	gisaid	2022-08-25	Canada	British Columbia	Male	80 - 89	BA.5.1.25	EPI_ISL_15051714
hCoV-19/Canada/BC-BCCDC-505918/2022	BA.5.1.25	0	0.990268534929606	gisaid	2022-08-25	Canada	British Columbia	Female	80 - 89	BA.5.1.25	EPI_ISL_15051718
hCoV-19/Canada/BC-BCCDC-505975/2022	BA.5.1.25	0	0.989465939872254	gisaid	2022-08-26	Canada	British Columbia	Male	70 - 79	BA.5.1.25	EPI_ISL_15051758
hCoV-19/Canada/BC-BCCDC-514778/2022	BA.5.1.25	0	0.990937364144066	gisaid	2022-08-29	Canada	British Columbia	Female	60 - 69	BA.5.1.25	EPI_ISL_15184360
hCoV-19/Canada/BC-BCCDC-515015/2022	BA.5.1.25	0	0.989633147175869	gisaid	2022-08-26	Canada	British Columbia	Male	60 - 69	BA.5.1.25	EPI_ISL_15184475
hCoV-19/Canada/BC-BCCDC-515343/2022	BA.5.1.25	0	0.989633147175869	gisaid	2022-09-01	Canada	British Columbia	Male	80 - 89	BA.5.1.25	EPI_ISL_15184648
hCoV-19/Canada/BC-BCCDC-515350/2022	BA.5.1.25	669	0.968966324449052	gisaid	2022-09-01	Canada	British Columbia	Female	90+	BA.5.1.25	EPI_ISL_15184652
hCoV-19/Canada/BC-BCCDC-515473/2022	BA.5.1.25	498	0.97461793131124	gisaid	2022-09-02	Canada	British Columbia	Female	60 - 69	BA.5.1.25	EPI_ISL_15184759
hCoV-19/Canada/BC-BCCDC-519830/2022	BA.5.1.25	0	0.991004247065512	gisaid	2022-09-05	Canada	British Columbia	Female	80 - 89	BA.5.1.25	EPI_ISL_15657467
hCoV-19/Canada/BC-BCCDC-519843/2022	BA.5.1.25	0	0.991271778751296	gisaid	2022-09-05	Canada	British Columbia	Male	60 - 69	BA.5.1.25	EPI_ISL_15657477
hCoV-19/Canada/BC-BCCDC-519854/2022	BA.5.1.25	0	0.989800354479484	gisaid	2022-09-05	Canada	British Columbia	Female	80 - 89	BA.5.1.25	EPI_ISL_15657486
hCoV-19/Canada/BC-BCCDC-519855/2022	BA.5.1.25	974	0.959903688593118	gisaid	2022-09-05	Canada	British Columbia	Female	60 - 69	BA.5.1.25	EPI_ISL_15657487
hCoV-19/Canada/BC-BCCDC-520200/2022	BA.5.1.25	0	0.990736715379728	gisaid	2022-09-07	Canada	British Columbia	Female	70 - 79	BA.5.1.25	EPI_ISL_15657677
hCoV-19/Canada/BC-BCCDC-520765/2022	BA.5.1.25	219	0.984014981774404	gisaid	2022-09-13	Canada	British Columbia	Male	80 - 89	BA.5.1.25	EPI_ISL_15657992
hCoV-19/Canada/BC-BCCDC-521199/2022	BA.5.1.25	0	0.990703273919005	gisaid	2022-09-16	Canada	British Columbia	Male	0 - 9	BA.5.1.25	EPI_ISL_15658256
hCoV-19/Canada/BC-BCCDC-521268/2022	BA.5.1.25	102	0.987860749757549	gisaid	2022-09-17	Canada	British Columbia	Male	90+	BA.5.1.25	EPI_ISL_15658313
hCoV-19/Canada/BC-BCCDC-525751/2022	BA.5.1.25	324	0.981573755141625	gisaid	2022-09-16	Canada	British Columbia	Female	70 - 79	BA.5.1.25	EPI_ISL_15392454
hCoV-19/Canada/BC-BCCDC-525992/2022	BA.5.1.25	78	0.988328930207671	gisaid	2022-09-20	Canada	British Columbia	Female	20 - 29	BA.5.1.25	EPI_ISL_15392691
hCoV-19/Canada/BC-BCCDC-526264/2022	BA.5.1.25	0	0.989700030097315	gisaid	2022-09-23	Canada	British Columbia	Female	80 - 89	BA.5.1.25	EPI_ISL_15392882
hCoV-19/Canada/BC-BCCDC-528579/2022	BA.5.1.25	973	0.959970571514564	gisaid	2022-09-29	Canada	British Columbia	Male	0 - 9	BA.5.1.25	EPI_ISL_15659122
hCoV-19/Canada/BC-BCCDC-528580/2022	BA.5.1.25	1254	0.948165735879343	gisaid	2022-09-27	Canada	British Columbia	Female	50 - 59	BA.5.1.25	EPI_ISL_15659123
hCoV-19/Canada/BC-BCCDC-528615/2022	BA.5.1.25	0	0.990937364144066	gisaid	2022-10-01	Canada	British Columbia	Male	70 - 79	BA.5.1.25	EPI_ISL_15659147
hCoV-19/Canada/BC-BCCDC-528940/2022	BA.5.1.25	58	0.987927632678995	gisaid	2022-10-03	Canada	British Columbia	unknown	0 - 9	BA.5.1.25	EPI_ISL_15659346
hCoV-19/Canada/BC-BCCDC-535260/2022	BA.5.1.25	864	0.962411798147343	gisaid	2022-10-13	Canada	British Columbia	Female	40 - 49	BA.5.1.25	EPI_ISL_15659990
hCoV-19/Canada/BC-BCCDC-535312/2022	BA.5.1.25	1	0.990903922683343	gisaid	2022-10-14	Canada	British Columbia	Male	70 - 79	BA.5.1.25	EPI_ISL_15660033
hCoV-19/Canada/MB-CPL-516840/2022	BA.5.1.25	976	0.9610406982577	gisaid	2022-09-18	Canada	Manitoba	Female	28	BA.5.1.25	EPI_ISL_15368624
hCoV-19/Canada/NB-CHUDGLD-061022-MM00107R/2022	BA.5.1.25	2534	0.905962612446912	gisaid	2022-10-06	Canada	New Brunswick	Male	20 - 29	BA.5.1.25	EPI_ISL_15394041
hCoV-19/Canada/NB-CHUDGLD-091122-MM00132R/2022	BA.5.1.25	0	0.993044176169615	gisaid	2022-11-09	Canada	New Brunswick	Male	30 - 39	BA.5.1.25	EPI_ISL_15845671
hCoV-19/Canada/NB-CHUDGLD-141122-MM00315R/2022	BA.5.1.25	0	0.993010734708892	gisaid	2022-11-14	Canada	New Brunswick	Female	60 - 69	BA.5.1.25	EPI_ISL_15905559
hCoV-19/Canada/NB-CHUDGLD-141122-MM00317R/2022	BA.5.1.25	0	0.993010734708892	gisaid	2022-11-14	Canada	New Brunswick	Male	20 - 29	BA.5.1.25	EPI_ISL_15905558
hCoV-19/Canada/NB-CHUDGLD-151122-MM00320R/2022	BA.5.1.25	973	0.959970571514564	gisaid	2022-11-15	Canada	New Brunswick	Female	50 - 59	BA.5.1.25	EPI_ISL_15905610
hCoV-19/Canada/NB-CHUDGLD-201122-MM00061R/2022	BA.5.1.25	870	0.963415041969033	gisaid	2022-11-20	Canada	New Brunswick	Female	60 - 69	BA.5.1.25	EPI_ISL_15976877
hCoV-19/Canada/NB-CHUDGLD-221122-MM00282R/2022	BA.5.1.25	0	0.993044176169615	gisaid	2022-11-22	Canada	New Brunswick	Male	40 - 49	BA.5.1.25	EPI_ISL_15976939
hCoV-19/Canada/NL-PHML-489805/2022	BA.5.1.25	482	0.976356887268836	gisaid	2022-08-06	Canada	Newfoundland and Labrador	Female	74	BA.5.1.25	EPI_ISL_14746439
hCoV-19/Canada/NS-NSH-469325/2022	BA.5.1.25	1336	0.94779787981139	gisaid	2022-06-30	Canada	Nova Scotia	Female	70 - 79	BA.5.1.25	EPI_ISL_14097451
hCoV-19/Canada/NS-NSH-542370/2022	BA.5.1.25	973	0.959970571514564	gisaid	2022-10-15	Canada	Nova Scotia	Female	60 - 69	BA.5.1.25	EPI_ISL_15739516
hCoV-19/Canada/ON-KHS-22-08504-v1/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-06-23	Canada	Ontario	Female	58	BA.5.1.25	EPI_ISL_13653334
hCoV-19/Canada/ON-KHS-22-08975-v1/2022	BA.5.1.25	32	0.994482158980704	gisaid	2022-07-03	Canada	Ontario	Female	47	BA.5.1.25	EPI_ISL_13805798
hCoV-19/Canada/ON-KHS-22-09051-v1/2022	BA.5.1.25	2012	0.91863692606093	gisaid	2022-07-04	Canada	Ontario	Male	47	BA.5.1.25	EPI_ISL_13805796
hCoV-19/Canada/ON-KHS-22-09208-v1/2022	BA.5.1.25	1022	0.951777413637428	gisaid	2022-07-05	Canada	Ontario	Female	42	BA.5.1.25	EPI_ISL_13806012
hCoV-19/Canada/ON-KHS-22-10363-v1/2022	BA.5.1.25	2276	0.909808380430057	gisaid	2022-07-18	Canada	Ontario	Male	40	BA.5.1.25	EPI_ISL_14062189
hCoV-19/Canada/ON-KHS-22-10585-v1/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-07-25	Canada	Ontario	Female	86	BA.5.1.25	EPI_ISL_14202042
hCoV-19/Canada/ON-KHS-22-11765-v1/2022	BA.5.1.25	654	0.964083871183493	gisaid	2022-08-23	Canada	Ontario	Female	32	BA.5.1.25	EPI_ISL_14734314
hCoV-19/Canada/ON-KHS-22-12340-v1/2022	BA.5.1.25	309	0.98541952312477	gisaid	2022-09-06	Canada	Ontario	Female	19	BA.5.1.25	EPI_ISL_15052518
hCoV-19/Canada/ON-KHS-22-12360-v1/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-09-06	Canada	Ontario	Female	56	BA.5.1.25	EPI_ISL_15052528
hCoV-19/Canada/ON-KHS-22-12966-v1/2022	BA.5.1.25	364	0.982811089188376	gisaid	2022-09-18	Canada	Ontario	Male	55	BA.5.1.25	EPI_ISL_15152897
hCoV-19/Canada/ON-KHS-22-13108-v1/2022	BA.5.1.25	457	0.980470186937765	gisaid	2022-09-20	Canada	Ontario	Female	35	BA.5.1.25	EPI_ISL_15234586
hCoV-19/Canada/ON-PHL-22-25342/2022	BA.5.1.25	262	0.987024713239474	gisaid	2022-06-20	Canada	Ontario	Male	60-64	BA.5.1.25	EPI_ISL_13504109
hCoV-19/Canada/ON-PHL-22-25483/2022	BA.5.1.25	261	0.985352640203324	gisaid	2022-06-18	Canada	Ontario	Female	20-24	BA.5.1.25	EPI_ISL_13623229
hCoV-19/Canada/ON-PHL-22-26535/2022	BA.5.1.25	18	0.995150988195164	gisaid	2022-06-23	Canada	Ontario	Male	55-59	BA.5.1.25	EPI_ISL_13755946
hCoV-19/Canada/ON-PHL-22-26536/2022	BA.5.1.25	96	0.992575995719493	gisaid	2022-06-23	Canada	Ontario	Female	50-54	BA.5.1.25	EPI_ISL_13756167
hCoV-19/Canada/ON-PHL-22-26822/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-06-27	Canada	Ontario	Female	70-74	BA.5.1.25	EPI_ISL_13624284
hCoV-19/Canada/ON-PHL-22-27461/2022	BA.5.1.25	0	0.995752934488178	gisaid	2022-07-01	Canada	Ontario	Female	90-94	BA.5.1.25	EPI_ISL_13756379
hCoV-19/Canada/ON-PHL-22-28021/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-07-01	Canada	Ontario	Female	40-44	BA.5.1.25	EPI_ISL_13931388
hCoV-19/Canada/ON-PHL-22-28881/2022	BA.5.1.25	261	0.987024713239474	gisaid	2022-07-05	Canada	Ontario	Female	90-94	BA.5.1.25	EPI_ISL_13930560
hCoV-19/Canada/ON-PHL-22-28886/2022	BA.5.1.25	261	0.98508510851754	gisaid	2022-07-05	Canada	Ontario	Male	unknown	BA.5.1.25	EPI_ISL_13930362
hCoV-19/Canada/ON-PHL-22-28965/2022	BA.5.1.25	1272	0.95324883790924	gisaid	2022-07-05	Canada	Ontario	Male	45-49	BA.5.1.25	EPI_ISL_14036489
hCoV-19/Canada/ON-PHL-22-29544/2022	BA.5.1.25	88	0.992843527405277	gisaid	2022-07-09	Canada	Ontario	Female	45-49	BA.5.1.25	EPI_ISL_13931283
hCoV-19/Canada/ON-PHL-22-29721/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-07-08	Canada	Ontario	Female	70-74	BA.5.1.25	EPI_ISL_13930922
hCoV-19/Canada/ON-PHL-22-29953/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-07-08	Canada	Ontario	Female	30-34	BA.5.1.25	EPI_ISL_13931812
hCoV-19/Canada/ON-PHL-22-30506/2022	BA.5.1.25	4	0.995652610106009	gisaid	2022-07-12	Canada	Ontario	Female	25-29	BA.5.1.25	EPI_ISL_14036724
hCoV-19/Canada/ON-PHL-22-30807/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-07-13	Canada	Ontario	Female	20-24	BA.5.1.25	EPI_ISL_14037000
hCoV-19/Canada/ON-PHL-22-31099/2022	BA.5.1.25	0	0.985954586496338	gisaid	2022-07-14	Canada	Ontario	Female	90-94	BA.5.1.25	EPI_ISL_14037279
hCoV-19/Canada/ON-PHL-22-31491-v2/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-07-14	Canada	Ontario	Female	90-94	BA.5.1.25	EPI_ISL_14209156
hCoV-19/Canada/ON-PHL-22-32105/2022	BA.5.1.25	0	0.995752934488178	gisaid	2022-07-17	Canada	Ontario	Female	20-24	BA.5.1.25	EPI_ISL_14209595
hCoV-19/Canada/ON-PHL-22-32478/2022	BA.5.1.25	262	0.987024713239474	gisaid	2022-07-21	Canada	Ontario	Female	50-54	BA.5.1.25	EPI_ISL_14209969
hCoV-19/Canada/ON-PHL-22-32743/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-07-22	Canada	Ontario	Female	25-29	BA.5.1.25	EPI_ISL_14314446
hCoV-19/Canada/ON-PHL-22-32751/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-07-18	Canada	Ontario	Female	40-44	BA.5.1.25	EPI_ISL_14314453
hCoV-19/Canada/ON-PHL-22-33243/2022	BA.5.1.25	261	0.987058154700197	gisaid	2022-07-22	Canada	Ontario	Female	45-49	BA.5.1.25	EPI_ISL_14210465
hCoV-19/Canada/ON-PHL-22-33346/2022	BA.5.1.25	0	0.995786375948901	gisaid	2022-07-26	Canada	Ontario	Male	50-54	BA.5.1.25	EPI_ISL_14210566
hCoV-19/Canada/ON-PHL-22-33538/2022	BA.5.1.25	261	0.987058154700197	gisaid	2022-07-26	Canada	Ontario	Female	70-74	BA.5.1.25	EPI_ISL_14314781
hCoV-19/Canada/ON-PHL-22-33577/2022	BA.5.1.25	0	0.995752934488178	gisaid	2022-07-28	Canada	Ontario	Female	40-44	BA.5.1.25	EPI_ISL_14314819
